sentenceID,clabel,cprob,consequent,gold_consequent,alabel,aprob,antecedent,gold_antecedent
202874,1,100,would have been to increase the number of residency training positions for graduates of U.S.,would have been to increase the number of residency training positions for graduates of U.S,1,75,could have taken to address the projected physician workforce shortage,The most straightforward step that Congress could have taken
202875,1,10,would not have agreed to take over Bear without,The idea that the Bear Stearns fallout would have been limited to a few Wall Street firms,0,25,had also agreed to guarantee $25 billion that Bear had borrowed from the central bank,his firm would not have agreed to take over Bear
202876,1,100,"would have been enough, I guess, to have just written the book","it would have been enough, I guess, to have just written the book",1,100,I did,if I did
202877,1,100,should have been notified about whether they,{},0,25,were eligible for automatic re-enrollment,Those enrolled in Affordable Care Act coverage for 2015 should have been notified about whether they were eligible for automatic re-enrollment
202878,1,100,would have spent our week working on getting a Children's Health insurance plan passed,we would have spent our week working on getting a Children's Health insurance plan passed,1,10,had my way,If I had had my way
202879,1,100,"would have been spent on shipping and packaging, according to a September 7, 2004 letter from the mayor to the authority that",{},1,10,"had saved the city ""considerable sums"" that","saved the city ""considerable sums"" that would have been spent on shipping and packaging"
202880,1,100,would have spiraled out of control and ended-up in,I never would have spiraled out of control and ended-up in the hospital,1,20,it had I never,If it had
202881,1,100,would be better if America,it would be better,0,25,"America were twelve separate countries, or had 200 states","if America were twelve separate countries, or had 200 states"
202882,1,100,could have made America great long ago,could have made America great long ago,0,25,Donald Trump wasn't so busy playing golf,If Donald Trump wasn't so busy playing golf
202883,0,0,,{},1,75,wish we had put a team like this on the ground the day the first patient was diagnosed,I wish we had put a team like this on the ground the day the first patient was diagnosed
202884,1,100,would have happened if,what would have happened,1,75,during that time the success of these ladies would have been more publicized,if during that time the success of these ladies would have been more publicized
202885,1,100,wonder what they would do if Mark Zuckerberg,what they would do,0,25,"Mark Zuckerberg wasn't portrayed, you know, slowed down, made to look ""drunk","if Mark Zuckerberg wasn't portrayed, you know, slowed down, made to look ""drunk"""
202886,1,100,would not have happened if there,This tragedy would not have happened,1,30,were peace on this land,"if there were peace on this land, if the military actions had not been renewed in southeast Ukraine"
202887,0,0,,"Ed Balls, in line to be finance minister if Labour had won, lost his seat",1,10,had won,if Labour had won
202888,1,100,would have been 8.9% last year,then its return on common shareholders' equity would have been 8.9% last year,0,25,"Bank of America faced the same interest rate scenario in 2015 as it did in 2007, holding all else equal","if Bank of America faced the same interest rate scenario in 2015 as it did in 2007, holding all else equal"
202889,1,100,might have been before its earnings,it still sounds rather inexpensive for company that appears to be proving itself very involved in the digital future,0,25,the digital future,it's not the bargain that it might have been before its earnings were announced
202890,1,100,would have been killed or injured,"dozens of men, women and children would have been killed or injured",1,100,Had the device functioned,Had the device functioned
202891,1,75,would have been moving into cash instead of gloating about near-triple-digit gains in,maybe I would have been moving into cash instead of gloating about near-triple-digit gains in Freeport-McMoRan (NYSE: FCX) and Transocean (NYSE: RIG),0,25,2007 -,if I'd been reading everything I could get my hands on back in 2007
202892,1,100,should have received at least symbolic fines to show the rules,{},1,100,were taken seriously,Madrid and Lisbon should have received at least symbolic fines to show the rules were taken seriously
202893,1,100,would have been prepared to act despite the political costs,I would have been prepared to act despite the political costs,1,75,had had the authority to prevent a system threat,If we had had the authority to prevent a system threat
202894,1,100,would be a multimillion-dollar bloodbath,it would be a multimillion-dollar bloodbath,0,25,I were to run an interparty battle sic it,If I were to run an interparty battle
202895,1,100,"would have needed to treat the mother first, since the patient's condition",the clinicians would have needed to treat the mother first,0,25,Even if they had known about the placental abruption,Even if they had known about the placental abruption
202896,1,100,would have if 2006 driving trends,Americans drove 918 billion fewer miles over the last eight years than they would have,1,10,hadn't changed,if 2006 driving trends hadn't changed
202897,1,100,would land in,Amazon's web services business would land in the middle of the Fortune 500,0,25,"the middle of the Fortune 500, a global list that ranks companies by total revenues during their fiscal years",Were it its own company
202898,1,100,would have been quick and easy: a,the solution would have been quick and easy,1,100,had it been this cut and dried,had it been this cut and dried
202899,1,100,would burn off five pounds of flesh each year,we would burn off five pounds of flesh each year,1,100,we still washed dishes and clothes by hand,if we still washed dishes and clothes by hand
202900,1,100,would have been more effective if,The ad probably would have been more effective,0,25,they didn't repeat the Republican charges at the beginning,if they didn't repeat the Republican charges at the beginning
202901,0,0,,{},1,10,"had been my hand holding my daughter, not his",I just wish it had been my hand holding my daughter
202902,1,100,would have seen if Toys R Us hadn't,"Hasbro was not necessarily held hostage to the situation that was going on at Toys R Us, and certainly they're going to continue to grow whether or not they have the same type of growth that they would have seen",1,10,had those problems,if Toys R Us hadn't had those problems
202903,1,100,would currently be if he,how old the child would currently be,1,10,had lived,if he had lived
202904,1,100,"would have been a Tweedle-Dee-Tweedle-Dum affair, featuring a Republican, Dede Scozzafava, who's arguably more liberal than her Democratic opponent, Bill Owens",the battle to represent New York's 23rd Congressional District would have been a Tweedle-Dee-Tweedle-Dum affair,1,10,"weren't for Doug Hoffmann, a Lake Placid accountant running on the Conservative Party line",If it weren't for Doug Hoffmann
202905,1,100,would have been the ideal conciliatory nominee in a world in,Garland would have been the ideal conciliatory nominee,0,25,a world in which the Senate leadership had signaled even the slightest openness to compromise,in a world in which the Senate leadership had signaled even the slightest openness to compromise
202906,1,10,ought to have done the same,Michele Bachmann's victory ought to have done the same,0,25,a Ron Paul victory in Ames would have unmasked the straw poll as a colourful but,If a Ron Paul victory in Ames would have unmasked the straw poll as a colourful but politically irrelevant spectacle
202907,1,100,"Prudential defended having made the $35.5 billion agreed offer for American International Assurance (AIA), which would have made it Asia's top-ranked foreign insurer, and swept aside calls for directors to resign over what one shareholder said",{},0,25,were right to pursue this business opportunity,"which would have made it Asia's top-ranked foreign insurer, and swept aside calls for directors to resign over what one shareholder said was a ""strategic foul-up of momentous proportions."""
202908,1,100,"would have been to use the appearance to denounce the network's lack of integrity, enumerate the lies it has propagated, and demand that Chris Wallace acknowledge that they're false","would have been to use the appearance to denounce the network's lack of integrity, enumerate the lies it has propagated, and demand that Chris Wallace acknowledge that they're false",1,100,Obama really thought it acceptable to reward rumor-mongerers,if Obama really thought it acceptable to reward rumor-mongerers
202909,0,25,would been traumatized,I would been traumatized,1,10,had gone through that,if he had gone through that
202910,1,100,would have played his mother,I'm sure I would have played his mother,1,10,had lived,If he had lived
202911,1,10,would have been nice if,it would have been nice,1,100,the authors of the current study had included an additional measure of parental spanking practices instead of relying just on parental recall,if the authors of the current study had included an additional measure of parental spanking practices instead of relying just on parental recall
202912,1,100,could have helped the administration avoid its current bind if the president had heeded his advice on some of the most sensitive subjects of the year: h,Emanuel is a force of political reason within the White House and could have helped the administration avoid its current bind,0,25,the president had heeded his advice on some of the most sensitive subjects of the year: h,if the president had heeded his advice on some of the most sensitive subjects of the year
202913,1,100,would have risen 6.5%,would have risen 6.5,1,100,had it not been for the negative impact of a previously disclosed termination of a customer distribution contract,had it not been for the negative impact of a previously disclosed termination of a customer distribution contract
202914,1,100,wouldn't have been so unpopular,health care reform wouldn't have been so unpopular,1,20,had first won with a better story of democracy,If we had first won with a better story of democracy
202915,1,100,could have redoubled their efforts to obtain admitting privileges,{},0,25,"had offered the equivalent of a 45-day grace period, in which doctors",doctors could have redoubled their efforts to obtain admitting privileges
202916,1,100,should have been willing to accept a lower earnings yield,equity investors should have been willing to accept a lower earnings yield,1,10,were correct,If this belief were correct
202917,1,100,ought to have boosted trade in,{},1,20,had been five years,the introduction of a common currency ought to have boosted trade in the euro zone
202918,1,100,would have actually been negative without,International revenues were also soft and would have actually been negative,0,25,the benefit of currency translation,without the benefit of currency translation
202919,0,0,,{},1,10,weren't in there,I wish it weren't in there
202920,1,100,might have been different if the firm,academics questioned if things might have been different,0,25,the firm had been called Lehman Sisters (there are certainly a few different perspectives on this),if the firm had been called Lehman Sisters
202921,1,100,would signal the opposite,that would signal the opposite,1,100,"Were the top economic slots instead filled by officials close to Mr Putin, such as Igor Sechin, a former deputy prime minister, that",Were the top economic slots instead filled by officials close to Mr Putin
202922,1,75,would have been convinced that if I did everything I was supposed to do in,I never would have been convinced,1,30,weren't for those baby boomers and their Great Society,If it weren't for those baby boomers and their Great Society
202923,1,100,would be easier to fight this threat (and save Florida children and families) if someone,It definitely would be easier to fight this threat,1,10,hadn't turned down Medicaid expansion that,if someone hadn't turned down Medicaid expansion
202924,1,100,"would have seen The Donald himself, who, in","he would have seen The Donald himself, who, in his own telling, dispatched private investigators and possibly the doormen of his Fifth Avenue building to prove that Obama was born not in Hawaii, but in Kenya or someplace",0,25,"was born not in Hawaii, but in Kenya or someplace",Had Carson looked down the debate dais
202925,0,25,would be quite unable to absorb 2 m hostile Albanians,Serbia would be quite unable to absorb 2m hostile Albanians,0,25,even if the court were to find against the Kosovars,even if the court were to find against the Kosovars
202926,1,10,would have been disastrous,Bear Stearns would have failed,1,100,this effort,without this effort
202927,0,25,Who could ever forget the time he bragged that he could have had sex with,he could have had sex with Princess Di,0,25,had sex with Princess Di,only if she took an H.I.V
202928,1,100,might be more believable had he not been sent to official activities and appeared on panels as a representative of the Republican candidate,The deliberate and rapid effort by other members of Trump's team to belittle Papadopoulos's position within the campaign since his name hit the news might be more believable,1,100,might be more believable had he not been sent to official activities and appeared on panels as a representative of the Republican candidate,had he not been sent to official activities and appeared on panels as a representative of the Republican candidate
202929,1,100,would have been the case,there will be more support in the Treasury market than would have been the case,1,75,had there been a fully inked bill by the president by the time that markets opened,had there been a fully inked bill by the president by the time that markets opened
202930,1,100,might by now be venturing to the stars,"I think we - a different 'we,' of course - might by now be venturing to the stars",1,10,had won,If the Ionian spirit had won
202931,1,100,would have no material impact on its previous financial results,they said its retreat at the time would have no material impact on its previous financial results,1,100,different circumstances,in different circumstances
202932,0,25,"would also have expected to see not only periods longer by a trivial amount, but heavier periods",you would have expected to have see it in some of the other outcomes as well,0,25,this really was an estrogen effect,If this really was an estrogen effect
202933,1,100,might have put the wind up them,it might have put the wind up them,1,10,had stayed below $70,If the price had stayed below $70
202934,1,100,"would have disrupted the country at home and discredited it abroad, only, probably, to produce similar results, but with","it would have disrupted the country at home and discredited it abroad, only, probably, to produce similar results, but with more vitriol",1,20,had called fresh elections,"The other reason is that, if Mr Yushchenko had called fresh elections"
202935,1,100,"could have cost me $50,000, which means that i basically saved $49,800","it could have cost me $50,000",0,25,i had sued you unsuccessfully,if i had sued you unsuccessfully
202936,1,100,would have been 9%,would have been 9,1,75,had it not been for the strengthening dollar,had it not been for the strengthening dollar
202937,1,100,", to judge by the admission on television by its leader, Sheikh Hassan Nasrallah, that he would never have ordered the cross-border kidnapping of Israeli soldiers if he had known what Israel's response",he would never have ordered the cross-border kidnapping of Israeli soldiers,1,30,had known what Israel's response was going to be,if he had known what Israel's response was going to be
202938,1,100,would have viewed as minor,{},1,75,scandals they once would have viewed as minor,Investors are worried that scandals they once would have viewed as minor can spiral out of control
202939,1,100,"would have been repealed and replaced were it not for Senator John McCain, Republican of Arizona, who died in",the Affordable Care Act would have been repealed and replaced,1,75,"have been repealed and replaced were it not for Senator John McCain, Republican of Arizona, who died in August","were it not for Senator John McCain, Republican of Arizona, who died in August"
202940,1,100,"would have been heard by the same judge, but in","the case would have been heard by the same judge, but in a series of stages that could have stretched out over several months",0,25,a series of stages that could have stretched out over several months,without this ruling
202941,1,100,would probably already have been prime minister before now,he would probably already have been prime minister before now,1,10,had not been for an Islamist attack on Madrid commuter trains three days before the 2004 parliamentary election,"if it had not been for an Islamist attack on Madrid commuter trains three days before the 2004 parliamentary election, he would probably already have been prime minister before now"
202942,1,100,would then have,he would then have had to perform the difficult trick of moving back to the centre to beat a Democrat,1,10,had survived Mr Toomey's onslaught,even if he had survived Mr Toomey's onslaught
202943,1,100,would have voted against it,{},1,100,should have waited for clearer signs of a flagging economy before launching its new bond-buying program,The Federal Reserve should have waited for clearer signs of a flagging economy before launching its new bond-buying program
202944,1,100,"may be too early to judge whether Windows 8 and the Surface have been a success, after launching on October 26",{},0,25,Sinofsky's departure could have been tied to his abrasive management and ambition for the top job,Sinofsky's departure could have been tied to his abrasive management and ambition for the top job
202945,1,100,could have been,The cuts could have been even more savage,1,75,"had it not been for the work that secretary general Antonio Guterres set himself in both reforming the organisation and reaching an understanding with the ambitious Haley, whose pronouncements seem designed for a domestic audience and frequently disregard even America's closest allies",had it not been for the work that secretary general Antonio Guterres set himself
202946,1,100,would have been honored to represent Delaware in,I won't run as a write-in candidate,0,25,written statement,While I would have been honored to represent Delaware in the U.S
202947,1,10,would have thought they,I would have thought they had one screw loose,0,25,was capable of success even in times of economic distress,Had anyone told me then that one day we would be making Mercedes cars in Hungary
202948,1,100,a sea of red in,{},0,25,wish that was a guaranteed formula for success,I wish that was a guaranteed formula for success
202949,1,100,they would have reported gap profits of $0.74,they would have reported gap profits of $0.74,1,100,had they not taken a $900 million hit from restructuring costs,had they not taken a $900 million hit from restructuring costs
202950,1,100,could have done to avoided this great tragedy,House Republicans could have done to avoided this great tragedy,0,25,only there were something House Republicans,If only there were something
202951,1,100,would have been more difficult,it would have been more difficult,1,10,had still been portable money,If there had still been portable money
202952,1,100,"that could have done its own research, including asking Paulson directly about its role in",{},0,25,ACA Financial was a sophisticated company that,A mid-level appeals court in 2013 said ACA Financial was a sophisticated company that could have done its own research
202953,1,100,would have been privy to if they had held stock in,"13,579%: This delectable percentage is the return Apple (Nasdaq: AAPL) shareholders would have been privy to",0,25,they had held stock in Apple since it began trading publicly in 1980 through Steve Jobs' August retirement announcement,if they had held stock in Apple since it began trading publicly in 1980 through Steve Jobs' August retirement announcement
202954,1,100,could have been calm,"I could have been calm and tossed out one of those enraging throw-away phrases like ""Sorry you feel that way""",1,100,I had,If I had
202955,1,100,would have had,I would have had even more juxtapositions of the walkers and the killing and the kids,1,20,had my way,if I had my way
202956,1,100,might have opposed it,other Republican senators might have opposed it,1,100,had party leaders moved forward,had party leaders moved forward
202957,1,100,"would have been retained for three years after their careers ended and then destroyed, unless",the emails of lower-level staff would have been retained for three years after their careers ended and then destroyed,0,25,a case could be made for them to be kept longer,unless a case could be made for them to be kept longer
202958,1,100,might have accepted this as the kind of reasoning Trump might use,America might have accepted this,0,25,Trump had written a memo that said he didn't like Comey because Comey was taller and had much larger hands,If Trump had written a memo that said he didn't like Comey
202959,1,100,"would have paid only $65.24, or just $5 more than the normal price (and that includes shipping)",they would have paid only $65.24,1,10,had bought the Hatchimal on October 16,If they had bought the Hatchimal on October 16
202960,0,25,"would have ""beat the hell"" out of Mr. Trump for disrespecting women -","he would have ""beat the hell"" out of Mr. Trump for disrespecting women",0,25,they were in high school together,if they were in high school together
202961,1,100,shouldn't have been,it shouldn't have been,1,10,shouldn't have been,If that was a surprise to anyone
202962,1,100,'d have had the aid of Max Siedentopf's guerrilla art installation: s,you'd have had the aid of Max Siedentopf's guerrilla art installation,1,10,had done so last November,if you had done so last November
202963,1,100,"could see that we are doing this from our heart, with",{},0,25,great desire to move forward,"I wish he could see that we are doing this from our heart, with great desire to move forward"
202964,1,100,would be totally covered,HBOT would be totally covered,0,25,"Were he in Florida, Texas or California","Were he in Florida, Texas or California"
202965,1,100,should have consisted of a cash award rather than a free month of Netflix rentals,{},1,75,should have consisted of a cash award rather than a free month of Netflix rentals,the settlement should have consisted of a cash award rather than a free month of Netflix rentals
202966,1,100,might wish he,Berkshire's overall equity portfolio is strong enough to keep growing despite its laggards,1,75,wish he had a bit less exposure to the likes of Wells Fargo at the moment,although Buffett might wish he had a bit less exposure to the likes of Wells Fargo at the moment
202967,1,100,"would have been taken seriously, if",these women would have been taken seriously,1,100,they would have gone to the police when they claimed it happened,if they would have gone to the police when they claimed it happened
202968,1,75,ought to have responded by turning off the motors to the part of the airplane that,{},1,100,was forcing it downward,The pilots ought to have responded by turning off the motors to the part of the airplane that was forcing it downward
202969,1,100,could award to somebody I like,{},1,100,wish I,I wish I could award to somebody I like
202970,0,0,,{},0,25,he's an alien who can shapeshift into a human form,unless he's an alien who can shapeshift into a human form
202971,1,100,would look much better,Obamacare's numbers would look much better,1,75,"Had Republicans embraced their Heritage-devised plan, worked with Democrats to best shape it in their mold, then accepted this market-based approach in bipartisan fashion, Obamacare's numbers","Had Republicans embraced their Heritage-devised plan, worked with Democrats to best shape it in their mold, then accepted this market-based approach in bipartisan fashion"
202972,1,100,might have been a public servant,THEN he might have been a public servant,1,100,he,If he did the job for nothing and spent millions and risked billlions more
202973,1,100,would cite in,this is what I would cite in support of the proposition that American debt is increasingly risky,0,25,support of the proposition that American debt is increasingly risky,If I were a big credit-rating agency
202974,0,0,,the image is going to be at least a bit blurry,1,100,the lens can focus all of the light produced by the sun onto the film,Unless the lens can focus all of the light produced by the sun onto the film
202975,1,100,"would have been equally valuable (or worthless) if offered to a hypothetical ""poor black kid"" in",Mr Marks's advice would have been equally valuable (or worthless),0,25,"offered to a hypothetical ""poor black kid"" in Philadelphia 10, 20, 30, or 40 years ago","if offered to a hypothetical ""poor black kid"" in Philadelphia 10, 20, 30, or 40 years ago"
202976,1,100,wouldn't have been such a momentous problem,This wouldn't have been such a momentous problem,1,100,had investment and commercial banks not loaded up on them,had investment and commercial banks not loaded up on them
202977,1,100,would have had the same impact if it,the issues associated with Crystal River and the company's nuclear plants would have had the same impact,1,20,weren't for the so-called leadership style issue,if it weren't for the so-called leadership style issue
202978,1,100,wouldn't have gotten sick,maybe I wouldn't have gotten sick,1,75,I had gotten more sleep when I was In my 20s maybe I,if I had gotten more sleep when I was In my 20s
202979,1,100,"could have reached out to Ryan and said, ""Don't do that","he could have reached out to Ryan and said, ""Don't do that""",1,100,Trump cared about anything other than stroking his own ego with a headline,If Trump cared about anything other than stroking his own ego with a headline
202980,1,100,"would have moved from the eighth circle (the penultimate one), when flatterers are immersed in","the euro would have moved from the eighth circle (the penultimate one), when flatterers are immersed in excrement, to the third, where foul stuff rains down on gluttons",0,25,it were in Dantes Inferno,If it were in Dantes Inferno
202981,0,25,"would want to know the specific sources of those concerns because it would help me better empathize and better educate parents, particularly if the fears are associated with","I would want to know the specific sources of those concerns because it would help me better empathize and better educate parents, particularly if the fears are associated with autism",0,25,I were a physician or a pharmaceutical company,But if I were a physician or a pharmaceutical company
202982,1,100,would have,he would have had a hellish time getting through the GOP primary,1,10,had run,If Vance had run
202983,1,100,would have kept his mouth shut and let it be a surprise to the people being targeted,he would have kept his mouth shut,1,100,Trump wanted his big operation to go off cleanly,If Trump wanted his big operation to go off cleanly
202984,1,100,would have simply been a digital shelf for a flawed music distribution system,it would have simply been a digital shelf for a flawed music distribution system,0,25,iTunes didn't have $.99 songs back in the day,Imagine if iTunes didn't have $.99 songs back in the day
202985,1,100,would look like perhaps there,because then it would look like perhaps there was a hole or that something was wrong with the accounts,1,75,"was better than if he just walked without saying anything, because then it",if he just walked without saying anything
202986,1,100,could relive my past using some of the skills I now have learned,{},1,100,wish I,I wish I could relive my past using some of the skills I now have learned
202987,1,100,would have been enacted long ago,then the policies of the elite consensus would have been enacted long ago,0,25,economic elites were as all-powerful in politics as many progressives and some right-wing populists believe,If economic elites were as all-powerful in politics as many progressives and some right-wing populists believe
202988,1,100,could have done,"One thing I did NOT do was bake the soil, which I also could have done",1,10,had I heard about it before I planted my seeds,had I heard about it before I planted my seeds
202989,1,100,we consider it fair for shareholders because the stock could have declined sharply if Citigroup had not come up with,the TSE decided to delist the stock,0,25,Citigroup had not come up with the tender offer and the TSE decided to delist the stock,if Citigroup had not come up with the tender offer
202990,1,100,could have had a clinical advantage over the injected insulins if it,Afrezza could have had a clinical advantage over the injected insulins,1,10,Even being equal,if it had fewer side effects
202991,1,100,I think the biggest thing I wish we,{},1,10,had done,pivot our strategy a little bit
202992,1,100,would already have closed the prison at Guantnamo Bay,Mr Obama would already have closed the prison at Guantnamo Bay,1,100,Were that so,Were that so
202993,1,100,would have,a decade later you would have had at least an entire year's salary,0,25,Had you invested 100 hours' worth of your salary into any one of these under-the-radar companies just 10 years ago,Had you invested 100 hours' worth of your salary into any one of these under-the-radar companies just 10 years ago
202994,1,10,assuming it,the vulnerability would have given an attacker full access to a user's account and their personal information as well as enabling them to purchase virtual in-game currency using the victim's payment card details,0,25,-game currency using the victim's payment card details,assuming it was exploited
202995,1,100,could have led to or exacerbated their psychological troubles,could have led to or exacerbated their psychological troubles,0,25,such a physical combat injury,sustaining such a physical combat injury
202996,1,100,would have found them,we would have found them,0,25,"there were successful, long-term weight losers on the Atkins diet out there","If there were successful, long-term weight losers on the Atkins diet out there"
202997,1,10,would not have had such a problem with,"I would have not got so depressed and given up so quickly, and I would not have had such a problem with dropping behind for a while",1,20,had not cared so much about my work,if I had not cared so much about my work
202998,1,100,would go to Starbucks more if they,I would go to Starbucks more,1,10,had Krazy straws,if they had Krazy straws
202999,1,100,could not have processed nor produced the alleviation of fear and stimulation of functionality she,his brain could not have processed nor produced the alleviation of fear and stimulation of functionality,1,10,had been longer,if the text had been longer
203000,1,100,would remind people all the time that I,I would remind people all the time that I was a brain surgeon,0,25,I were a brain surgeon,If I were a brain surgeon
203001,1,100,would have been nice if Pfizer,it would have been nice,1,10,had Vicuron shares at the top of my wish list,"if Pfizer had held off long enough for me to book a nice 84% gain, too"
203002,0,25,could have 100 percent signed something today,{},0,25,had papers ready to be signed,I could have 100 percent signed something today
203003,1,100,could then climb their sacred Mount Ararat,Armenians could then climb their sacred Mount Ararat,0,25,the border were open,If the border were open
203004,1,100,would have been the first African-American to represent his state in,he would have been the first African-American to represent his state in the Senate in nearly 150 years,1,75,had Mr. Espy won in Mississippi,And had Mr. Espy won in Mississippi
203005,1,20,could have helped students tremendously,could have helped students tremendously,1,100,the game,such a system being implemented earlier
203006,1,75,would have been nice to see some comments on buying Treasuries,{},0,25,were focused on the outlook -,it would have been nice to see some comments on buying Treasuries
203007,1,100,would not have prevailed in,we would not have prevailed in World War II,1,10,World War II,were it not for American manufacturing
203008,1,75,Would King have supported such a global strategy? Had he,I think he would have,1,20,had the resources to do so,Had he had the resources to do so
203009,1,100,would have jumped to $300 million by 2016,brokerage Cowen and Co predicted its annual global sales would have jumped to $300 million by 2016,1,75,Had the drug been successful in the HPS2-THRIVE study,Had the drug been successful in the HPS2-THRIVE study
203010,1,100,would have benefited from heart surgery to repair clogged arteries,the results of the MSCT and angiograms agreed in most cases and identified patients who would have benefited from heart surgery to repair clogged arteries,1,75,had been caught earlier,provided that it had been caught earlier
203011,1,100,"would have already launched its online ordering studio for Model X, where customers could view pricing, specifications, and options, as well as place orders","it would have already launched its online ordering studio for Model X, where customers could view pricing, specifications, and options, as well as place orders",0,25,Tesla were following the same game plan it used when it launched Model S in 2012,If Tesla were following the same game plan it used when it launched Model S in 2012
203012,1,100,would have experienced a smoother transition into adulthood,baby boomers would have experienced a smoother transition into adulthood,1,75,had parental support been more available once adolescents left the nest and headed off to college,had parental support been more available once adolescents left the nest
203013,0,0,,"the man was to die with, not of, prostate cancer",1,10,had it,assuming that he had it
203014,1,100,"would have run on a similar, consensus-oriented platform as Mr. Biden and would have been pursuing many of the same fund-raisers and donors",and would have been pursuing many of the same fund-raisers and donors,1,100,He,"He would have run on a similar, consensus-oriented platform as Mr. Biden"
203015,1,100,would be probably be much lower if the FDA,this figure would be probably be much lower,1,20,had approved Heplisav-B years ago,if the FDA had approved Heplisav-B years ago
203016,1,100,would have succeeded,it probably would have succeeded,1,10,had put his weight behind the offering,If Mr Barrack had put his weight behind the offering
203017,1,100,would have been easy to understand,they would have been easy to understand,0,25,the results of the studies had shown what we have been led to expect -,"If the results of the studies had shown what we have been led to expect - that getting married makes people happier and healthier and better off in all sorts of other ways, too"
203018,1,100,would have,"For contemporary biodiversity to have emerged from the 7,000 types of animals Mr Ham believes were on Noah's Ark",0,25,had to have emerged every day for the past four millennia,roughly 11 new species would have had to have emerged every day for the past four millennia
203019,1,100,would be less likely to support Ms. Spanberger if she knew that the candidate had taught at a school funded by the Saudi royal family that,if she would be less likely to support Ms. Spanberger,0,25,"she knew that the candidate had taught at a school funded by the Saudi royal family that had ""numerous students arrested for terrorism",if she knew that the candidate had taught at a school funded by the Saudi royal family
203020,1,100,would have delivered a constant currency EPS boost of 14.3% in,the company would have delivered a constant currency EPS boost of 14.3% in the second quarter,1,75,"Had it not been for such a negative impact of the yen, which is the primary currency where it operates in Japan, the company",Had it not been for such a negative impact of the yen
203021,1,75,Should unemployment have dropped further,tapering would begin and continue in stages,1,100,stages,Should unemployment have dropped further
203022,1,100,"couldn't fund expansion out of their operations, out of their cash flows",{},1,75,The yellow flag investors should have seen coming years ago at this point was the fact that they,"The yellow flag investors should have seen coming years ago at this point was the fact that they couldn't fund expansion out of their operations, out of their cash flows, and they had to rely on debt"
203023,1,100,would have won nearly all the delegates in,Santorum would have won nearly all the delegates in Alabama,1,30,had happened,If that had happened
203024,0,0,,"so that they hadn't wasted their lives trying to ""live a lie"" for so many years, either",1,40,"hadn't wasted their lives trying to ""live a lie"" for so many years, either",wish asexuality had existed as an orientation when they were younger
203025,0,25,the costs are worrisome and unless they can be wished away with,{},0,25,they can be wished away with a wand,unless they can be wished away with a wand
203026,1,10,'d,there would have been more regulation of those GSEs,1,75,had his way,if he'd had his way
203027,1,100,should have considered in,and we should have just ended the contract right then,1,75,"should have just ended the contract right then, pretty much no matter what it was going to cost us",We should have considered in the time past the reputational risk over the financial risk
203028,1,100,would have known by now,you would have known by now,1,100,your plan no longer met the minimum benefit requirements of the PPACA,if your plan no longer met the minimum benefit requirements of the PPACA
203029,1,100,would not have been allowed to terminate her pregnancy under the law Mr Kasich vetoed,{},1,100,The young victim,The young victim would not have been allowed to terminate her pregnancy under the law Mr Kasich vetoed
203030,1,100,would have been 72-28,the outcome on at least the background check amendment would have been 72-28,0,25,hey ,If they had listened to their constituents-even in Arksansas
203031,1,100,would have gotten,the reduction amounted to 20% of what they would have gotten,1,75,had they waited three extra years,had they waited three extra years
203032,1,75,"would pay an average of $2,400 more for their health care that year than they would have paid if they were enrolled in","about three in four would pay an average of $2,400 more for their health care that year",0,25,they were enrolled in Medicare,if they were enrolled in Medicare
203033,1,100,would have done the same thing if,the answer to that is Democrats probably would have done the same thing,1,100,not for them not having a ripe opportunity like the Republicans,if not for them not having a ripe opportunity like the Republicans
203034,1,100,"would have saved about $1.1 billion on its 2016 tax bill, before accounting for the company's deductions",Berkshire would have saved about $1.1 billion on its 2016 tax bill,1,10,had been 20%,if the top corporate tax rate had been 20
203035,1,100,may instead be hitting a dead-end of his own paranoid excess,his divine path may instead be hitting a dead-end of his own paranoid excess,1,10,had been dreaming of a potential 2024 White House run,If Pruitt had been dreaming of a potential 2024 White House run
203036,0,0,,{},1,10,had another system,some economists now wish that Hong Kong had another system
203037,1,100,would have given the Swiss mobile company much more flexibility under its covenants -,the deal would have given the Swiss mobile company much more flexibility under its covenants - clauses intended to protect bondholders,1,10,had been successful,If it had been successful
203038,1,100,should the man have been present during those times,the average levels of air pollution that each man would have been exposed to every year between 1974 and 1995,1,30,should the man have been present during those times,should the man have been present during those times
203039,1,75,would have policies she found inspiring,but neither did,1,100,had hoped at least one of the candidates,she had hoped at least one of the candidates would have policies she found inspiring
203040,1,100,would have claimed that it,"she would have claimed that it was HER jewellery, to make herself look really generous",1,20,had given it to charity,if she had given it to charity
203041,1,100,would be a lot smaller,the incentive to cross illegally would be a lot smaller,0,25,employers were not hiring them,if employers were not hiring them
203042,1,100,would have welcomed due diligence reports if they,Moody's would have welcomed due diligence reports,0,25,they had helped them learn something new about the mortgages,if they had helped them learn something new about the mortgages
203043,0,0,,{},1,75,had in mind,Sure wish we knew what she had in mind
203044,1,100,could bear some responsibility if it,Upsher could bear some responsibility,0,25,it were aware because of Avondale's intended strategy,if it were aware because of Avondale's intended strategy
203045,1,10,could have expressed what he,he could have expressed what he was really feeling to his wife,1,75,had John been less constrained by gender stereotypes,had John been less constrained by gender stereotypes
203046,1,100,wouldn't tweet as much,{},1,100,wish he,I wish he wouldn't tweet as much
